review,Sentiment
"You're not here to help 50,000 of your own pensioners that you impose pension clawback on! Some of the lowest paid, mainly women, losing over 30% of their hard-worked for pensions, whilst the highest paid and fatcats suffer hardly anything! Not fair and it was not properly explained to the majority of those staff. Imagine retiring on a pension of less than Â£10,000 a year and then having a third of that taken back simply because you start receiving the meagre State Pension. HSBC your share price might be suffering and you might have issues around the China/USA trade war, plus you might still have issues surrounding money laundering and such like BUT you can still afford to remove the unfairness and inequity of clawback. See www.midlandclawbackcampaign.co.uk",NEGATIVE
This Racist History Month HSBC is doing what it always does and virtue signalling while doing absolutely nothing to help customers during coronavirus,NEGATIVE
@MichelFalcon @smdcapital @travisk you day 1 fam!!!,POSITIVE
Wow????,POSITIVE
Just received an email from @santanderuk offering me a massive 0.5% interest on a regular savings account! WTAF? So excited about the chance to make the square root of absolutely Â£uck-all from my savings.,POSITIVE
"Elevtaing your self worth and attracting what you deserve 🎰 Save the Date🙌🏻 May, 28th Next Tuesday! Live free webin… https://t.co/H9J9TPwvZY",NEUTRAL
"Delighted that @catherinerannus will also be performing at our @great_together @superjam on 21/2. At this very special event we shall be supporting Sean Mills, Business Banking Manager @santanderuk South Yorks &amp; East Midlands team with their Memory Walk for @alzheimerssoc. @SYPCC https://t.co/ign8zypa8g https://t.co/f3GkewqEJr",POSITIVE
"HSBC my wife tried to log on to business banking as usual on Sunday but it was immediately rejected saying that there were too many failed attempts. She followed the process including printing a form, completing it, taking a photo and uploading it. She has not heard from you. So this afternoon she called the main HSBC number for help. After 60 minutes of being on hold she ended the call. She then called the number that was on the form, despite being continually informed that she was in a priority queue, after 90 minutes of being on hold, she ended the call. That is two and half hours of lost time. We have never experienced such a poor service from any organisation before. What do you suggest?",NEGATIVE
Happy Mother's Day Sage! Sending you and Tony love as you create magical memories with your little one! ????,POSITIVE
@rothwell_scott @dkhos I pay to see that fight~ @dkhos vs. @travisk ... my money is on Travis!!! âœŠðŸ½âœŒðŸ½,NEUTRAL
"No wonder there are high wait times Great Timing to update your app, just when people are busy buying for Christmas. Can't get into the app as new app not compatible, can't down load onto another mobile as you can only use one device, as you need to go into the old device to change to the new one, but you can't get into the old app  Going round in ever decreasing circle's is it time to call it a day having been with you since you were Midland ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ",NEGATIVE
"Excellent podcast. Loved listening to the part where @bgurley talks so highly of @travisk. 

#Uber @benchmark

https://t.co/zvO4trQAyb",POSITIVE
"Great learning from the greats, Mary Buffett (daughter to The Oracle of Omaha, Warren Buffett) and Dr John Demartin https://t.co/DBwrWuqQhD",POSITIVE
"Nightmare Bank have a Mortgage with them and just wanted to open up a joint bank account. They keep rejecting the ID we send them ?? Itâ€™s the council tax bill wat more do you want ???
Tried calling no one answers think Iâ€™ll be going else ware ðŸ˜¡ðŸ˜¡",NEGATIVE
"Have you heard of ""The Secret"" by Rhonda Byrne? 
https://t.co/aXdMprvkly

This is an amazing opportunity to see, h https://t.co/ZsHXSBXyDA",NEUTRAL
@LouieDi13 Itâ€™s Barclays Iâ€™m next toâ€”Arena opening this week about to see my boys. Knicks can kick rocks. Them dey try sha. 8th seed or something,POSITIVE
Great!!,POSITIVE
I called up last week on Thursday to report a fraudulent Italian company taking money from my account on two occasions on Christmas eve. The person I spoke to said they had cancelled my card. I noticed my card was still working until now and I hadn't received a new one. The fraudulent company have taken further money from my account. I called Natwest back today and they say the person I spoke to didn't bother cancelling my card. If they had done in the first place the company in Italy wouldn't have been able to take further money. Really unhappy with Natwest and looking to change bank ðŸ˜­,NEGATIVE
"@travisk Hi, I'm talking to you from Chile, I'm out of work, and I live with my elderly parents and my sister with https://t.co/mmvFQOrPpF",NEUTRAL
sio te pupðŸ˜˜ðŸ˜˜ðŸ˜˜,NEGATIVE
Now that I read Barclays Bank... They have very decent playing ground at their members club just opposite KCB's. Whoever/whatever 'killed' that team... https://t.co/slNndq8Ued,POSITIVE
@ninjasniperpon1 Eckart Tolle is a player. Just like Tony Robbins. None to be trusted.,NEGATIVE
"@CO_ChevyGirl Have you ever heard of Dr. John Demartini?
Look him up and read through some of his stuff",POSITIVE
Tony Robbins ??,NEUTRAL
"Happy Mother's Day Sage! What a beautiful, loving tribute! It brought me to tears and this photo took my breath away. You BOTH deserve all of the joy, love, and fullness of life. Thank you for so generously giving to the world.",POSITIVE
Touched and Agreed Doc. Continued success and blessings ðŸ‘ Highest regards,POSITIVE
Im spellbound every time I listen to Dr John DeMartini. So many powerful insights are captured In this short clip. https://t.co/yV4lFdnPLo,POSITIVE
Why has NatWest increased the annual interest rate on cc and not telling people? it is not just me other family and friends banking with yourselves have noticed an increase.,NEGATIVE
@Bullishdotio @elonmusk I was just reading Piratewire #38 where @micsolana complains about the press' treatment of https://t.co/x0hjdgOvWH,NEUTRAL
"#MondayMotivation: Don't miss Dr John Demartini's inspiring, insightful and informative presentation on Overcoming… https://t.co/6y5u2Gb92y",POSITIVE
"don't know why i just thought of this but remember when @mcuban told @travisk that he wouldn't invest in his idea, https://t.co/r3keM5c8uF",NEUTRAL
Huge thanks to Kathy &amp; Alan from Liverpool @santanderuk for helping one of my distressed residents with sorting out their concerns about an @AmazonUK #AmazonPrime scam call. Always wonderful when customers are treated as actual people with real problems rather than just a number!,POSITIVE
"#MUSTWATCH #webinar: How you can #profit from a ""hidden"" $355million/day industry that's expected to TRIPLE in the https://t.co/YwuMeorcJR",NEUTRAL
@travisk Would you like to co-found a company with me? It's My Radyo. It turns your Spotify playlists into a radio https://t.co/yW1bjtaS5s,POSITIVE
Our experience in Chicago with @CloudKitchens is not going well. Let this be the second time you @travisk apologizeâ€¦ https://t.co/NkKz7rVVIw,NEGATIVE
I would Never Ever Bank with HSBC ! Their Staff do not know their Geography ! Their Ad on tv says Britain is not an Island ! How Ignorant is that !!! Britain is an Island and always will be and thank god for it !,NEGATIVE
@Uber_Support so your telling me that this guy can stay active but my account that has everything approved got deac… https://t.co/USTsh7NVDd,NEGATIVE
"What a great line up of keynote speakers at our Introbiz Masterclass, on 24th May @TheValeResort. Dont miss out on https://t.co/qSlLzKJuBB",NEUTRAL
"Tony Robbins, Dean Graziosi &amp; Russell Brunson LIVE! https://t.co/8V6SaJ4noW via @YouTube",NEUTRAL
@thomaskaine5 That after you got tired of Tony Robbins? https://t.co/2nE1qMCuXQ,NEGATIVE
"Amaizing, congratulations ??????",POSITIVE
I have been holding for over an hour this morning only to be disconnected! How on Earth is this helpful?,NEGATIVE
"Every single person has a vision, an inspiration and a gift inside. Take the time to discover yours. - Dr John DeMartini @DemartiniDr",NEUTRAL
"I decided to be better everyday on my work life and relationship.
 I started with
1. finish my books list 
2. think positively to every situation in my life 
3. be nice to all people around me
4. be confident to think big

I'm first met Tony on Netflix (where am I such a long time) , You are amazing!!!

I will finish reading your book I promise (trying to get one first)",POSITIVE
"This is the worst bank. Please do avoid at any cost. They closed my account for no reason. After two hours holding call to speak to closure team, the lady hanged the call on me. There is no way to access my funds. I'm considering hiring a lawyer. Really horrible.",NEGATIVE
"@MichaelVaughan @NathLyon421 @root66 We just â€˜loveâ€™ Aussies more, 
Like how @SGanguly99 expressed his love for you guys after the Natwest finals at @HomeOfCricket ! https://t.co/uL6FmukvcB",POSITIVE
A quality life demands quality questions. - Dr. John Demartini #quote #ThankfulThursday https://t.co/fraDCFPie9,NEUTRAL
"I'd love to look after my pennies but you won't let them in to my account â˜¹ï¸. You failed to process my benefit payment, causing me extreme hardship. and now I've had a giro cheque that still hasn't cleared 12 days after paying it in. Meanwhile you'll happily charge me each time I go overdrawn or payments bounce. I opened an account with you to try and get my finances back on track instead you've caused me to go in to debt. I'm at my wits end ðŸ˜­",NEGATIVE
RT @gnoBREAKTHROUGH: @chrisbeatcancer @AlarconFabby @GarbieRegina @cheriseguilfoil @ChayaGrossberg @TrumpsAsianChic @jaht211 @Chlo65410190â€¦,NEUTRAL
A quality life demands quality questions. - Dr. John Demartini #quote https://t.co/GP1IpJd9h6,NEUTRAL
Its going to be awesome week over 120 businesses registered so far at this weeks #Introbiz online free networking https://t.co/7tlAqbNOHf,POSITIVE
"@travisk Mister Travis
I send you from Cairo.
 There is a disaster in Uber because of the support staff and their t… https://t.co/Z5iDk2THSE",NEGATIVE
"?An extraordinary message from Dr John Demartini for the Brainstorm Strategy entrepreneurship community.

?We are h https://t.co/pJw8emnzok",POSITIVE
"Happy Mother's Day??
Also thank you both for helping to rescue and fly on your private plain victims of human trafficking, and inviting them into your home. You guys are truly amazing??",POSITIVE
No where on the google search or within your website can I find a phone number to call you on. Please can you give me a phone number I could call you on?,NEGATIVE
Two people I follow and listen to (Rob Moore and Dr john Demartini) have come together in this podcast - there is https://t.co/ZkPx8dZbOj,NEUTRAL
"RT @Joni_Looking: @HorsesInOurHand @TonyRobbins .
ATTENTION 

- Thank You -
Tony Robbins 
@TonyRobbins
-&amp;-
@HorsesInOurHand",POSITIVE
Human Behavioural Specialist Dr John Demartini unpacks the concept of what high priority values are and how these c https://t.co/fzOsx5HXYE,NEUTRAL
Absolutely horrendous bank. Is anyone ever going to bother solving my query?! Itâ€™s been a complaint since 6TH DECEMBER 2019 and none of your useless staff bother to resolve it.,NEGATIVE
"Imagine a life where growth, learning, &amp; expansion happen not through grit or struggle - but with zero conscious effort. Not many know how to achieve this elusive state, but you will in this Masterclass. Plus many more #groundbreaking insights! â­  https://t.co/dJflptgGO7 https://t.co/02UhcwKMH0",NEUTRAL
Thank you John ðŸ™,POSITIVE
Maintaining a successful business requires time and knowledge. We're grateful to have top international entrepreneu https://t.co/tvMVk8RKVH,POSITIVE
From Tony Robbins. ?? Make some memories today! ???????????? #businesscoach #chaseyourdreams https://t.co/9wXR2FR55v,NEUTRAL
"Here is a scam.... mis sell you a packaged account. 

Then give you a refund once you complain 

Then carry on taking the payments from your account 

Then refuse to refund you 

You could make this up ",NEGATIVE
ð”¸ð•¨ð•–ð•¤ð• ð•žð•–,NEUTRAL
"Vishen you consider yourself as intuitive canâ€™t you see the NEGATIVITY and VAMPISH NESS of that lady whom you have posted in your Cover page...

Radhi(Jay Shettyâ€™s wife) is so cute & positive in appearance...Have you really become BLIND and canâ€™t see that DIFFERENCE with your INTUITION.

May Almighty give you some WISDOM to understand Ppl by Facial features to read things just by looking at them without excessive conversation ðŸ™â˜¹ï¸

This Lady in COVER PAGE of yours is SO NEGATIVE Vishen put Radhi Atleast she is Good & Cute ðŸ¥°

IF you donâ€™t believe me ask any child they say children are form of God they will tell you the NEGATIVITY of this VAMPISH lady in your this Page.",NEGATIVE
"Promised myself that after month of Ramadan i'll go to gym, now it's totally shut down here from now !!",NEUTRAL
"You sent me an letter explaining about new overdraft procedures, one of which doesn't make any sense! How can you be charged 19.90%ear variable when you go up to an overdraft limit but not get charged when you go beyond that limit? If that's the case then I'll go beyond the agreed overdraft limit and you won't be able to charge me!",NEGATIVE
Did you secure your spot yet? Thousands of registered already it is going to be amazing. See you there https://t.co/jTH0jlxPSI,NEUTRAL
Iâ€™ve not been able to get onto it since Friday? Every time I click on the app it shuts off!,NEGATIVE
"In ten years I want to be alive, and grateful for all the small or large mercies in my life",POSITIVE
"Best way to budget is don't bank with natwest, my kids aren't getting an Xmas Dinner because you froze our account with no explanation over 48 hours ago! One of my children has cancer which you also know about and all I get is ""we'll let you know"". That's not gonna cheer my children up tomorrow is it! Vile",NEGATIVE
A big Hi to all other Lifebookers out there â£ï¸ Miss you all â¤ï¸â£ï¸,POSITIVE
"Donâ€™t waste time, secure your tickets to our Networking Breakfast with Dr. John Demartini, on 24th Mayâ€¦ https://t.co/ExxaDQmHaC",NEUTRAL
Knowledge Does Not Apply Itself. We as individuals must make the necessary application. Come Learn LIVE (For The Fi… https://t.co/CaGMmFDt6Z,NEUTRAL
"All I can say is wow!! Tony Robbins, Dean Graziosi and Russell Brunson LIVE, all together, for a FREE training on https://t.co/RCmkxWY3XR",NEUTRAL
"
â€œUnfortunately, youâ€™ve gone over your arranged overdraft limit. Please transfer funds to avoid any charges, or ask us for help.â€. This is the message I received today. Is this some kind of sick joke? Ask us for help? I went into my overdraft some time ago. You increased my overdraft. I went further into it, you increased the limit again, and again. This was my current account, I also had a credit card, I did the same with that and you did the same, increasing the limit. Yes itâ€™s my fault for spending what I didnâ€™t have, I donâ€™t want sympathy from anyone, but I find myself in a hole, a hole which was made bigger by you repeatedly increasing my credit limits. So last week I decided enough is enough, Iâ€™ll phone NatWest and ask for help, not so Iâ€™ve got more to spend but to get a loan so Iâ€™m back at zero, to start again, make my debt manageable. I wonâ€™t be any more in debt but my interest rate will come down and Iâ€™ll have some structure to pay off my debt. After all, NatWest have offered to help. Guess what, my loan application was rejected! ðŸ˜‚ðŸ˜‚ðŸ˜‚ So Iâ€™m stuck in the hole I created, but NatWest contributed to. And you wonâ€™t help. You are a complete any utter disgrace and I will be taking this further. anybody reading this, STAY WELL CLEAR OF NATWEST. ",NEGATIVE
Just finished this chapter in reading unlimited power.  Living and learning ðŸ’•,POSITIVE
@LloydsBank Helps massively. Thank you Paul.,POSITIVE
RT @mindvalley: What you practice in private youre rewarded for in public.' - Jim Kwik,NEUTRAL
"Weâ€™ve finally given up, had business accounts for 30 years with HSBC, as soon as other banks are open to new business accounts weâ€™re off, theyâ€™ve been a disgrace for months now.",NEGATIVE
Why is it taking so long to have title deeds removed from a property by you? You have been holding up our completion for over a month because of this! Other banks aren't taking that long.,NEGATIVE
"He will reach a new audiences, great strategy ????",POSITIVE
@mortimer_1 170 million... that's almost ONE THIRD of @tonyrobbins net worth. (When discussing the Vancouver real estate market it helps to measure everything in units of Tony Robbins net worth.),POSITIVE
"@empirepowder Sounds like unbundling Mindvalley programs.

This is cool. Thanks.",POSITIVE
"A real decision is measured by the fact that youve taken a new action. If theres no action, you havent truly decided.
TONY ROBBINS",NEUTRAL
NASCAR? Really? ??,NEGATIVE
ðŸ‘ŠðŸ§ ,POSITIVE
Really insightful points about RISK .  Thanks Tony Robbins!! A lifeâ€™s journey is ALL about Learning and Growing ðŸ™,POSITIVE
I ask Dr John Demartini how he grew his coaching business and what are the secrets to thinking in today's world. https://t.co/LOOlh6kulW,POSITIVE
"So much overt racism & apparent jealousy.

Sad.

Well done NatWest - letâ€™s see more of this & similar schemes pls.",NEGATIVE
"Great rewards come to those who are willing to put in the extra effort.

#learning #engineering #questions

Related Concept
The quality of life is based upon the quality of questions we ask

-Dr. John Demartini",NEUTRAL
"FREE WEBINAR TODAY
WEBINAR GRATIS HOY
Tony Robbins,Dean Graziosi &amp; as a Guest: Russell Brunsonâ€¦ https://t.co/2qrtq0HDZg",NEUTRAL
"Still falling on deaf ears, Even ignoring me on messenger now, very annoying!!!",NEGATIVE
"You have closed my bank and made it impossible to access my money. 
For nearly a week I've been chasing this. Many many hours phoning and dealing with incompetent call centre staff who actually hang up the line. 

Tell me please. How do you propose I feed my child with no access to my money? 

Thieves is what you are. 

GIVE ME MY MONEY.",NEGATIVE
"Weâ€™re pleased to announce weâ€™ll be hosting a masterclass with leading entrepreneur; Dr. John Demartini, star of theâ€¦ https://t.co/pmWsBaJAUN",NEUTRAL
"We welcome Dr John Demartini; a world renowned specialist in human behavior, a researcher, author and global educat https://t.co/4duYFi7f9n",NEUTRAL
Thank you..,POSITIVE
"When your heart is filled with love, you attract into your day whatever people or events that will help you build t https://t.co/pDGYQaP2r5",NEUTRAL
"@BigBenQuality @BarbaraCorcoran @travisk @CoinGeek Thats not my profile, but thats my profile image. ??",NEGATIVE
"[Limited seats left] DON'T MISS OUT!
Dr John Demartini: The Mindset of a Successful Property Investor on 4 June at… https://t.co/f5JIyN60LL",NEUTRAL
"I've been waiting before.xmas.for my.secure key.
I called 4.times and.told.the same.answer, wait.7/10 days.for delivery. 
It's 15 Jan and still.nothing ðŸ˜¡
I did the switch service and I'm not an happy new customer.
Can I have a digital secure key instead so I can register for online banking?",NEGATIVE
@ohhellomonroe HI there! We're happy to help - You'll need your sort code and account number - you'll be able to find this on any old statements or cheque books. Then follow this link and we'll get you set up for online banking again!: https://t.co/o3tFwjXSvL Let us know how you get on! - RaeðŸ˜Š,POSITIVE
Very good inspiration!,POSITIVE
"Were pleased to announce well be hosting a masterclass with leading entrepreneur; Dr. John Demartini, star of the https://t.co/8sujzqAUuA",NEUTRAL
"RT @MansiBalani: Incurable means curable from within.
-Dr John Demartini
.
#thesecret #secretseries #rhondabyrne #happythoughts #healyourbo",NEUTRAL
@santanderuk Great stuffâ¤ï¸ï¸ðŸ’›,POSITIVE
Vikram Gupta,NEUTRAL
"No matter how many mistakes you make, KEEP GOING! #TonyRobbins #NetworkMarketingSuccess https://t.co/OeAhHCTOS3",NEUTRAL
follow me to get more #motivation for #businessinsider #quotesoftheday #successquotes #entrepreneurquotes #instaquotes #dailyquotes #motivationalvideos #businessquotes #successquotes #entrepreneurquote #inspirational #inspiredaily #successful #mindsetquotes #garyvee #tonyrobbins https://t.co/obsCqGI9Zv,NEUTRAL
"Infuriating how firstly the NatWest app stops working, then, when you reinstall, it wonâ€™t let you add two of your accounts, saying your customer number, which youâ€™ve been using all along, and which you previously used to add the accounts, is not â€œvalidâ€, then when you contact customer service via the app, they keep asking you the same question, and you keep answering it, only for the chat to be closed without the issue being resolved and you have to start again with another customer service representative who doesnâ€™t even scroll up to review the chat history. Iâ€™ve been at this for days. Useless. ",NEGATIVE
"Don't miss this amazing speaker ... he will change your life! ðŸ¤©

I have studied with Dr. John Demartini for over 12â€¦ https://t.co/z1xUVc3nTi",POSITIVE
A brilliant interview on creating the mindset for wealth creation &amp; much more with Dr John DeMartini https://t.co/vDDFOI8ZBR,POSITIVE
Thanks for all you do for our next generation Tony! ðŸ’œðŸ’œ,POSITIVE
@LloydsBank Thank you for letting me know. I will try calling again to tomorrow.,POSITIVE
It would be great to have 24/7 - 3 ring get in touch Uber help. In-app and talking to a bot about it is waste of ti… https://t.co/esNH2nl7j3,NEGATIVE
What a joke when your app has been out of order 6 weeks and counting,NEGATIVE
"TonyRobbins: ?? Im excited to share that next Tuesday, April 30th at 5 PM PT (8 PM Eastern) Ill be sitting down w https://t.co/NpuDjgZ9sv",NEUTRAL
Why no one still answering the phones. I have been trying to call since Monday !!! No reply off our relationship manager also.  My boss must think Iâ€™m making this up!,NEGATIVE
Seems like all Facebook ads are scams.,NEGATIVE
#HSBC up to your old fraudulent tricks again. Ironic that just yesterday I mention it and I receive what was a LTD business statement now in a Sole Trader account so you can come for money directly. Disgusting. Limited liability is limited liability and your choice to change that is FRAUD. anyone reading this avoid HSBC like the plague. They are disgusting greedy fraudulent pigs,NEGATIVE
"@thefourteenth Happy Days Paul ðŸ˜Š

This would mean that the cheque is within the clearing process, the funds should be available to you soon ðŸ™‚

- Jakub",POSITIVE
"HSBC have lost Â£15k of my money following a transfer from Santander. Despite the evidence from Santanderâ€™s system showing that it was accepted by HSBC. Spent all day on the phone to them. My money has been missing since the 15th Dec. My formal complaint also got me nowhere. My only recourse is through the Ombudsman, so thatâ€™s where Iâ€™m going tomorrow. An absolute shambles ðŸ˜¡ðŸ˜¡",NEGATIVE
"@travisk Dear Travis, are you in charge of Uber eats as well? I think you are per my research, just wondering why m https://t.co/aiGjR6QUBg",NEGATIVE
"#quote You never gain or lose anything, you only change the form of it - Dr. John F. Demartini. #inspiration",NEUTRAL
@travisk i want till you that you have worst support for the drivers. I tried many times to contact support but the… https://t.co/ZuJb3CtExy,NEGATIVE
"We have just spent hours and hours on the phone trying to speak to somebody in authority regarding my wife's credit cards that were stolen. 
You contacted us and advise that transactions were attempted without a PIN number.
We are both pensioners and getting to our branch is difficult due the limited restricted opening hours now in place. Trying to communicate with HSBC even before covid was a nightmare, now it would appear impossible.
If there is anybody still working in HSBC please help !!!
",NEGATIVE
I can design the life I truly deserve!,NEUTRAL
Amazing Energy!❤,POSITIVE
Man I wish I could be 1 of the 300 fans at Barclays tomorrow night,POSITIVE
"@driver_x_oz @dkhos @Uber @travisk The biggest issue was that when Dara replaced Travis, the new #Uber #CEO neededâ€¦ https://t.co/fJKrBbt0FV",POSITIVE
"@GooglePlay i was purchasing a 7 day trial of Mindvalley app but money was deducted for a yearly subscription. Now i am not getting an option to cancel it. Purchase made on May 28, i did sent an instant mail to refund but it was denied. Please Help!",NEGATIVE
"RT @B_Jalalah: "" Set yourself some type of reward for doing well in life and for doing your best on all occasions. This can transform stres",NEUTRAL
"@NatWest_Help Well thank you, but it was my partner that dropped off the card (and bought me a coffee and doughnut back from @Greggs). I just tweeted it! Double good deeds. Although I did mention in the local shop that if a J Davies was after a lost bankcard, they should pop to Newtown. ðŸ™‚",POSITIVE
"Good advertising, but just not true! You're being the most unhelpful bank I've ever known. 24th June I notified you of POA for my mother. That took roughly 3 months to get through your legal department. I now need help setting up online banking on my laptop. The instructions on your website don't quite match your printed information. I called today and after a while was transferred to someone who said they could help. He went away to log into online banking then cut me off! I'm wanting online banking to save me queuing outside my local branch for half an hour in this weather, then spending half an hour getting transactions through, keeping other customers waiting! Seems you've furloughed too many staff and now can't cope with the work required to operate a bank, or any business, efficiently. We are paying for this in every way. Is there any chance of getting some help, real help?",NEGATIVE
"It is often said that health and fitness for life related to exercise often. Healthy eating. And adhere to the right lifestyle options. None of these perspectives are not mistaken. But they are not right because studies now show that getting (and staying) in great physical health is not only about exercise and nutrition, or even develop correct habits or discipline. But instead, it's about creating deep integration between how to manage your body and your mind. ThisâœŒâœŒâœŒðŸ’ªðŸ¿",NEGATIVE
"Youll discover scientifically proven habit formation techniques that will rapidly rewire your brain to become indistractable, including a quick and easy tech hack to eliminate 99% of distractions from your smartphone (no, its not on silent mode). ??
?
Youll learn an ingenious 10-minute distraction breaker technique, the secret tool used by many of the worlds top performers to consistently do more and be more - all without willpower and how to apply three traits for an indistractable workplace.
?
The tools youll discover will create a quantum leap in your productivity, happiness, and performance in BOTH your personal and professional life, and youll never feel bad about not completing a task ever again. ??
?
Ready to eliminate unwanted distractions and regain your focus? Sign up for this FREE Masterclass through this link: https://go.mindvalley.com/Aq6dD7PX",NEUTRAL
"@travisk Mister Travis
I send you from Cairo.
 There is a disaster in Uber because of the support staff and their t… https://t.co/7W2pogcIE1",NEGATIVE
"RT @TonyRobbins: â€¼ï¸ Iâ€™m excited to share that next Tuesday, April 30th at 5 PM PT (8 PM Eastern) Iâ€™ll be sitting down with my dear friend Dâ€¦",NEUTRAL
Any chance of an e mail address let's face it ! How can you have internet banking and no e-mail address for inquiries,NEGATIVE
"People flipped out!! I was floored

Yesterday's LIVE training with Tony Robbins, Dean Graziosi and Russell Brunso https://t.co/P3o076njyt",POSITIVE
@CeeLew @travisk @CloudKitchens @VICE @AdHocEmilie I’m baffled the fact that so many people would order from these places. Very strange.,NEGATIVE
How about stop closing people's  accounts? There is a group.on fb with thousof them where you closed their accounts without warning blocking their access to their hard earned money or benefits!,NEGATIVE
Need cancel  my switch application  can't get tho to you at all,NEGATIVE
"RT @mindvalley: To master your emotions, you must first understand that it comes from within you. ?

Thats when you find inner peace because you realize that you are 100% in control and stop reacting to things that happen to you. https://t.co/FitrOZXBo6",NEUTRAL
"TONIGHT! at the Junction- Dr John Demartini from the hit movie ""The Secret"" will be LIVE!
Here's a quick Video clip https://t.co/OLmQ52ScMN",NEUTRAL
"Maybe, just maybe you could get staff to answer calls? 1 1/2 hours on hold so far.......",NEGATIVE
"Meet our Fabulous 40! #IrishEcho40under40virtual 

Meghan Quinn, HSBC, VP Sr. Credit Manager  ðŸ‘‡ 

Register here to watch live and be in with a chance of winning two return flights to Ireland! â˜˜ï¸
â€¦https://t.co/v6ov3TpCel https://t.co/0e0c2sVFRB",POSITIVE
"It’s about to get real with Tony Robbins, Dean Graziosi, and Russell Brunson #kbbmethod https://t.co/nazGbyV26v",NEUTRAL
"#Bossbabe 
The best investment you can ever make is in You. My weekend was so Awesome. It was a privilege to be in https://t.co/JI8b7susKF",POSITIVE
"The canned Caïpirinha: put 1/4 of Fruit liqueur. Add 1/8 of tomato juice, and 2/5 of heavy cream. Shake. 
 Down it like @travisk.
 
 Biba !",NEUTRAL
"my wife paid  Â£1235.15 to Nat West from her nationwide debt card  and Nat West lost this money or so they say and cannot help with this, Nationwide confirms it went to Nat West and gave my wife a ref number which she gave to Nat West but they still say they cannot help and they consider the matter closed, how many other people has this happed to. Nat West if you read this show you are a caring bank and give us some help with this. Your phone staff are no help ",NEGATIVE
"Money without meaning leads to debauchery and money with meaning leads to philanthropy.  - Dr John Demartini shares his wealth wisdom in part two of our interview on this latest episode of The Wealth Faculty. â£

â¬‡ï¸ Tune in here â¬‡ï¸
https://t.co/jCRSicpRxV  https://t.co/Gm3gTPtutb",NEUTRAL
"Do you want to read the first chapter, for free, of @linwood_barclay's incredible new book (and our Feb Book Of The Month): Find You First?

Then head over to our website now, for your online goodie bag: https://t.co/n94qtZNrMC

#FindYouFirst #CrimeFiction #SundayMorning https://t.co/dEfeJKWwRs",POSITIVE
@JamesClear The Breakthrough Experience - Dr John DeMartini,NEUTRAL
"Dean Graziosi's infomercial is the scammiest looking thing I've seen in a long time.

I can't believe that the @FTCâ€¦ https://t.co/bkZw7DJRYZ",NEGATIVE
"Thank you very,very,very much,  Dr Demartini,",POSITIVE
"The tight Sazerac: put 1/8 of Pisco. Add 1/4 of cider, and 3/4 of egg white. Stir. 
Down it like @travisk.

Gëzuar !",NEUTRAL
"RT @ngoel36: There are so many people who made my time at Uber special, and I can't possibly thank everybody. I'm forever grateful to @jeffâ€¦",POSITIVE
Who cares about winning Dean Graziosi's Tesla...........Aria Stark just killed the Night King!!!!! :o #GameofThones… https://t.co/R95Jdfj79f,NEGATIVE
"What if Tony Robbins offers to help you? :)

if you missed the Live show, here's your 2nd chance :) access Mastermi https://t.co/avywxURXYh",NEUTRAL
"Dont waste time, secure your tickets to our Networking Breakfast with Dr. John Demartini, on 24th May https://t.co/TXzu7hGUvy",NEUTRAL
RT @introbiz: What an amazing event we had last night with Dr. John Demartini! He shared with us top tips to be successful in business and,POSITIVE
"Absolute joke of a bank ... 60 days and counting to deal with a retail dispute.. Waste of time filling out a complaint online as the system is always down. 

Time to move my accounts ðŸ™„",NEGATIVE
What again seems NatWest is having problems with our money every month lately thinking of changing banks poor ðŸ˜¡ðŸ˜¡,NEGATIVE
I have literally been on this phone for over 1hour and 15 minutes... asked for information that I need to help with getting money back to my company... I know the same amount of information before starting the phone call. This is flipping ridiculous.,NEGATIVE
I had the honour of meeting Dr John Demartini last night. I just bought his book. Surround yourself with people t https://t.co/26ilnAXf8s,POSITIVE
"RT @soulscaping: A RARE FREE TRAINING with Tony Robbins, Russell Brunson, and Dean Graziosi, 3 people I admire the most when it comes to bu…",POSITIVE
@houghtondotcom We thank you for your patience and understanding while the team are doing their best to get this resolved for you. Thanks (2/2) ^Ank.,POSITIVE
NatWest please advise what your timescales are to respond to my complaint. I have called 3 times to try and resolve my query and have had to explain it 3 times then to be told to put it all on a form. Terrible service.,NEGATIVE
"And the learnings continues. – attending Free Event - Tony Robbins, Dean Graziosi and Russell Brunson",NEUTRAL
Tony Robbins - Life is Constant Growth now playing on MindRight Radio. Listen here https://t.co/PtC8YeeY8b #NowPlaying #MindRightRadio,NEUTRAL
"The tore up DaÃ¯quiri: put 3/4 of Brandy. Add 1/2 of diet coke, and 1/8 of lime juice. Shake. 
 Enjoy it like @travisk.
 
 Gesondheid !",NEUTRAL
Donâ€™t know what all the people commenting are doing with their accounts but Iâ€™ve banked with NatWest for 15 years without an issue. There will always be some who think  if they complain they can get something out of it.,NEGATIVE
A quality life demands quality questions. - Dr. John Demartini #quote #ThankfulThursday https://t.co/9J9iRKXMQt,NEUTRAL
RT @_motivatedmind: The way we communicate with others and with ourselves ultimately determines the quality of our lives. ~ Tony Robbins,NEUTRAL
