,review,Sentiment,words_entity_spacy,words_entity_bert
747,"@wmarybeard Great tip I learned:

Create a hard-to-guess password:

e.g. Ven!v1diVic144bc

For each instance, use the name of the site to sandwich the phrase:

e.g. 

AVen!v1diVic144bcon (Amazon)

BVen!v1diVic144bcys (Barclays) 

Each password is unique, uncrackable,  and easy to remember!",POSITIVE,"[('@wmarybeard Great', 'People, including fictional'), ('Ven!v1diVic144bc', 'Companies, agencies, institutions, etc.'), ('AVen!v1diVic144bcon', 'Companies, agencies, institutions, etc.'), ('Amazon', 'Companies, agencies, institutions, etc.')]","[('Amazon', 'B-LOC'), ('Barclay', 'B-ORG'), ('##s', 'I-ORG')]"
748,"RT @AuthorNetwork: ~&gt; No matter your age, you can always change your life for the better. Bob Boylan has some excellent, wisdom-filled advi",NEUTRAL,"[('Bob Boylan', 'People, including fictional')]","[('Bob', 'B-PER'), ('Boy', 'I-PER'), ('##lan', 'I-PER')]"
749,"[NEVER BEFORE SEEN] Tony Robbins, Dean Graziosi and Russell Brunson LIVE 

https://t.co/15l5tUe0sP",NEUTRAL,"[('Tony Robbins', 'People, including fictional'), ('Dean Graziosi', 'Companies, agencies, institutions, etc.'), ('Russell Brunson LIVE', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('Russell', 'B-PER'), ('B', 'I-PER'), ('##run', 'I-PER'), ('##son', 'I-PER')]"
750,If someone can't answer the phone in less than 90 minutes you really should have a facility to request a call back. Juggling work. Childcare and a Covid isolation with trying to get through on phone is no mean feat. Never mind the fraudulent transactions from my bank that you couldn't dispute whilst pending. Now the money is gone and no one is answering. Please make a call back facility available it would ease the stress...I dont want to put phone down as I cant go through another day of this horrendous music.,NEGATIVE,"[('less than 90 minutes', 'Times smaller than a day'), ('Childcare', 'Companies, agencies, institutions, etc.'), ('Covid', 'People, including fictional'), ('another day', 'Absolute or relative dates or periods')]",[]
751,"My daughter has got the help to buy account, shut it down last week as she needs the closing statement for the solicitors to complete the house. Natwest said they couldn't get it from branch but they would email Dewsbury branch the statement so she could pick it up. One week later and no statement, been to Dewsbury today at 1pm and bank was shut. Customer service from Natwest has been absolutely rubbish. 
Also they tried to open a joint account which one again Customer service rubbish and after around 2 weeks decided to open one at another bank which was all sorted within 3 days.
Weve got other accounts with Natwest which is why we went with them again but unfortunately once the house is sorted we will be shutting all our other accounts with them.",NEGATIVE,"[('last week', 'Absolute or relative dates or periods'), ('Natwest', 'Companies, agencies, institutions, etc.'), ('Dewsbury', 'Companies, agencies, institutions, etc.'), ('One week later', 'Absolute or relative dates or periods'), ('Dewsbury', 'Companies, agencies, institutions, etc.'), ('today', 'Absolute or relative dates or periods'), ('1pm', 'Times smaller than a day'), ('Natwest', 'Companies, agencies, institutions, etc.'), ('around 2 weeks', 'Absolute or relative dates or periods'), ('3 days', 'Absolute or relative dates or periods'), ('Natwest', 'Companies, agencies, institutions, etc.')]","[('Nat', 'B-ORG'), ('##wes', 'I-ORG'), ('##t', 'I-ORG'), ('De', 'B-ORG'), ('##ws', 'I-ORG'), ('##bury', 'I-ORG'), ('De', 'B-LOC'), ('##ws', 'I-LOC'), ('##bury', 'I-LOC'), ('Nat', 'B-ORG'), ('##wes', 'I-ORG'), ('##t', 'I-ORG'), ('Nat', 'B-ORG'), ('##wes', 'I-ORG'), ('##t', 'I-ORG')]"
752,"Even tougher when your home schooling children and your on hold by HSBC for over 3 Hours so far....
#HSBC # Ashamed of Yourselves",NEGATIVE,"[('HSBC', 'Companies, agencies, institutions, etc.'), ('3 Hours', 'Times smaller than a day'), ('#HSBC #', 'Monetary values, including unit')]","[('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG')]"
753,"With only 3 days to go until #Introbiz are at The Vale! 

Secure your tickets to our Networking Breakfast with Dr.… https://t.co/OVcEKWXFYZ",NEUTRAL,"[('only 3 days', 'Absolute or relative dates or periods'), ('Networking Breakfast', 'Non-GPE locations, mountain ranges, bodies of water')]","[('The', 'B-LOC'), ('Vale', 'I-LOC'), ('Network', 'B-MISC'), ('##ing', 'I-MISC'), ('Breakfast', 'I-MISC')]"
754,"Good day Dr.  
2
I'm from Argentina, it's a pleasure for me to attend tour clases.
Thank you for share your knowledge",POSITIVE,"[('Argentina', 'Countries, cities, states')]","[('Argentina', 'B-LOC')]"
755,"No point saving with NatWest anyway, rates are appalling ",NEGATIVE,"[('NatWest', 'Companies, agencies, institutions, etc.')]","[('Nat', 'B-ORG'), ('##W', 'I-ORG'), ('##est', 'I-ORG')]"
756,"People flipped out!!  I was flooredâ€¦

Yesterday's LIVE training with Tony Robbins, Dean Graziosi and Russell Brunsoâ€¦ https://t.co/P3o076njyt",POSITIVE,"[('¦', 'People, including fictional'), ('Yesterday', 'Absolute or relative dates or periods'), ('Tony Robbins', 'People, including fictional'), ('Dean Graziosi', 'Companies, agencies, institutions, etc.'), ('¦', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('Russell', 'B-PER')]"
757,Awful bank. Only helpful when putting.money in!!!!taking it out they are totally deaf and u nhelpful.,NEGATIVE,[],[]
758,Ready to become the author of your greatest life? Sign up for this FREE Masterclass through this link: https://go.mindvalley.com/xxYes2vP,NEUTRAL,[],"[('F', 'B-MISC'), ('##E', 'I-MISC'), ('Master', 'I-MISC'), ('##c', 'I-MISC'), ('##lass', 'I-MISC')]"
759,"@NatWest_Help Thank you, I'll get Cora to put me through to an agent. Appreciate the swift reply ðŸ‘",POSITIVE,"[('Cora', 'People, including fictional')]","[('Nat', 'B-MISC'), ('##W', 'I-ORG'), ('##est', 'I-ORG'), ('Help', 'I-ORG'), ('Cora', 'B-PER')]"
760,"Everyone has gifts to give, and as you gave the gifts you were born to give you start to fill with passion, excitement, you will feel grounded, connected.

For more context on this please listen to my interview with @Vishen of @mindvalley  here: https://t.co/m47xSdFQux",NEUTRAL,[],"[('V', 'B-PER'), ('##ish', 'B-PER')]"
761,"How are you giving back today? Thanks Dr John Demartini for bringing his knowledge to Melbourne.

#growth https://t.co/lFFZ9RKoED",NEUTRAL,"[('today', 'Absolute or relative dates or periods'), ('John Demartini', 'People, including fictional'), ('Melbourne', 'Countries, cities, states')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('Melbourne', 'B-LOC')]"
762,whats with all the color issues ?? this a new publicity gimic,NEGATIVE,[],[]
763,"I am very grateful to all you have done for me over all this while when trading with you now I am in my own apartment thank you. I just want to share your good works and let the world know how great you'reðŸ‘‡

Martina Iripia Egajung",POSITIVE,"[('Martina Iripia Egajung', 'People, including fictional')]","[('Martina', 'B-PER'), ('I', 'I-PER'), ('##rip', 'I-PER'), ('E', 'I-PER'), ('##jun', 'I-ORG')]"
764,@travisk @sequoia @letigreNYC @Uber Give the money you stole from my bank account back,NEGATIVE,"[('@letigreNYC', 'People, including fictional')]",[]
765,"I'm happy for you not only because you sat with Bond King but because one day, you will sit with me ??????",POSITIVE,"[('Bond King', 'Companies, agencies, institutions, etc.'), ('one day', 'Absolute or relative dates or periods')]","[('Bond', 'B-PER'), ('King', 'I-PER')]"
766,"Yes,u can see far and go far because u stands on the shoulder of a mentor,mentors are torchlight",NEUTRAL,"[('torchlight', 'Numerals that do not fall under another type')]",[]
767,"Dont waste time, secure your tickets to our Networking Breakfast with Dr. John Demartini, on 24th May https://t.co/rGLHFGLUCN",NEUTRAL,"[('Networking Breakfast', 'Non-GPE locations, mountain ranges, bodies of water'), ('John Demartini', 'People, including fictional'), ('24th May', 'Absolute or relative dates or periods')]","[('Network', 'B-MISC'), ('##ing', 'I-MISC'), ('Breakfast', 'I-MISC'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
768,What is Envy and Jealousy? | Dr John Demartini https://t.co/VSBjWTHTM0 via @YouTube,NEUTRAL,"[('Envy', 'People, including fictional'), ('Jealousy', 'Companies, agencies, institutions, etc.'), ('John Demartini', 'People, including fictional')]","[('##alo', 'I-MISC'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
769,"Online chat, I messaged 3 weeks ago and keep getting a reply saying you canâ€™t handle my enquiry at the moment!!! All I want to do is open a simple savings account. Telephone banking keep saying due to COVID itâ€™s to much of a risk to open a savings account to staff!!!. Never heard so much rubbish in my life! Every time I apply online I get told I canâ€™t open one because Iâ€™m under the age of 18!. Iâ€™m 37!!! As my records will say on youâ€™re system!!.",NEGATIVE,"[('3 weeks ago', 'Absolute or relative dates or periods'), ('18', 'Numerals that do not fall under another type'), ('37', 'Numerals that do not fall under another type')]",[]
770,"JP McAvoy on The Millionaires Lawyer podcast show interviews Top Book Publicist from Westwind Book Marketing. Tune in at: https://t.co/wV26HHZDg8 #iartg
@jp_mcavoy @abookpublicist @TonyRobbins @nytimesbooks https://t.co/rxgHDycZ4z",NEUTRAL,"[('JP McAvoy', 'Companies, agencies, institutions, etc.'), ('Top Book Publicist', 'Titles of books, songs, etc.'), ('Westwind Book Marketing', 'Companies, agencies, institutions, etc.'), ('#', 'Numerals that do not fall under another type')]","[('JP', 'B-PER'), ('M', 'I-PER'), ('##c', 'I-PER'), ('##A', 'I-PER'), ('##voy', 'I-PER'), ('The', 'B-MISC'), ('Million', 'I-MISC'), ('##aire', 'I-MISC'), ('##s', 'I-ORG'), ('Law', 'I-ORG'), ('##yer', 'I-MISC'), ('West', 'B-ORG'), ('##wind', 'I-ORG'), ('Book', 'I-ORG'), ('Marketing', 'I-ORG')]"
771,??????,NEUTRAL,[],[]
772,"Watch our exclusive video with Dr John Demartini, the worlds leading expert on Axiology, the study of human values. Understanding and appreciating the values of each family member is essential to establish effective communication.
https://t.co/foMoBJ4VJi",POSITIVE,"[('John Demartini', 'People, including fictional'), ('Axiology', 'Companies, agencies, institutions, etc.')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('A', 'B-MISC'), ('##xi', 'I-MISC'), ('##ology', 'I-MISC')]"
773,"FINALLY: Tony Robbins, Dean Graziosi and Russell Brunson reveal their secrets!

For the first time in their careers https://t.co/vMgIhMt4eg",NEUTRAL,"[('Tony Robbins', 'People, including fictional'), ('Dean Graziosi', 'Companies, agencies, institutions, etc.'), ('Russell Brunson', 'People, including fictional'), ('first', '""first"", ""second"", etc.')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('##i', 'I-PER'), ('Russell', 'B-PER'), ('B', 'I-PER'), ('##run', 'I-PER'), ('##son', 'I-PER')]"
774,"Whatâ€™s the point.
Itâ€™ll be closed within 5 years.
HSBC is far too busy distancing itself from its customers. Pushing them away ... ",NEGATIVE,"[('5 years', 'Absolute or relative dates or periods'), ('HSBC', 'Companies, agencies, institutions, etc.')]","[('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG')]"
775,"Great evening learning from world renowned Dr. John Demartini on how to focus on 7 areas in life: Spiritual, Mentalâ€¦ https://t.co/nX7s8zZtdR",POSITIVE,"[('evening', 'Times smaller than a day'), ('John Demartini', 'People, including fictional'), ('7', 'Numerals that do not fall under another type'), ('Spiritual', 'Countries, cities, states'), ('Mentalâ€', 'Countries, cities, states'), ('¦', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
776,@LewisHowes I have to thank you for your interview with @deangraziosi. I really needed the boost!â€¦ https://t.co/tsqW70q6Eq,NEUTRAL,[],"[('Lewis', 'B-ORG'), ('##H', 'I-ORG')]"
777,A quality life demands quality questions. - Dr. John Demartini #quote https://t.co/CJVQE7j8Ad,NEUTRAL,"[('John Demartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
778,"As my husband use to say 'it's on
Y cheap f you need it' ",NEGATIVE,[],[]
779,"We book UBER, Receive call from Driver on Uber app ( Can't be recorded ), Driver ask about Destination.Passes by fr… https://t.co/X96A616UoE",NEGATIVE,"[('UBER', 'Companies, agencies, institutions, etc.'), ('Driver', 'Companies, agencies, institutions, etc.'), ('Driver', 'Companies, agencies, institutions, etc.')]","[('U', 'B-ORG')]"
780,Be the author of your own life by writing your own Lifebook: https://go.mindvalley.com/xxYes2vP,NEUTRAL,[],[]
781,"Don’t waste time, secure your tickets to our Networking Breakfast with Dr. John Demartini, on 24th May… https://t.co/HA963HexOt",NEUTRAL,"[('Networking Breakfast', 'Non-GPE locations, mountain ranges, bodies of water'), ('John Demartini', 'People, including fictional'), ('24th May', 'Absolute or relative dates or periods')]","[('Network', 'B-MISC'), ('##ing', 'I-MISC'), ('Breakfast', 'I-MISC'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
782,@BrooklynNets Tickets renewed! Canâ€™t wait to be back at Barclays!,POSITIVE,"[('Barclays', 'Absolute or relative dates or periods')]","[('Brooklyn', 'B-ORG'), ('##Net', 'I-ORG'), ('Barclay', 'B-ORG'), ('##s', 'I-ORG')]"
783,"You're not here to help 50,000 of your own pensioners that you impose pension clawback on! Some of the lowest paid, mainly women, losing over 30% of their hard-worked for pensions, whilst the highest paid and fatcats suffer hardly anything! Not fair and it was not properly explained to the majority of those staff. Imagine retiring on a pension of less than Â£10,000 a year and then having a third of that taken back simply because you start receiving the meagre State Pension. HSBC your share price might be suffering and you might have issues around the China/USA trade war, plus you might still have issues surrounding money laundering and such like BUT you can still afford to remove the unfairness and inequity of clawback. See www.midlandclawbackcampaign.co.uk",NEGATIVE,"[('50,000', 'Numerals that do not fall under another type'), ('over 30%', 'Percentage, including ""%""'), ('less than Â£10,000 year', 'Absolute or relative dates or periods'), ('third', '""first"", ""second"", etc.'), ('State Pension', 'Companies, agencies, institutions, etc.'), ('China', 'Countries, cities, states')]","[('Â', 'B-MISC'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG'), ('China', 'B-LOC'), ('USA', 'B-LOC')]"
784,This Racist History Month HSBC is doing what it always does and virtue signalling while doing absolutely nothing to help customers during coronavirus,NEGATIVE,[],"[('Ra', 'B-MISC'), ('##cist', 'I-MISC'), ('History', 'I-MISC'), ('Month', 'I-MISC'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG')]"
785,@MichelFalcon @smdcapital @travisk you day 1 fam!!!,POSITIVE,"[('@MichelFalcon @smdcapital', 'Companies, agencies, institutions, etc.'), ('day 1', 'Absolute or relative dates or periods')]","[('Michel', 'B-PER')]"
786,Wow????,POSITIVE,[],[]
787,Just received an email from @santanderuk offering me a massive 0.5% interest on a regular savings account! WTAF? So excited about the chance to make the square root of absolutely Â£uck-all from my savings.,POSITIVE,"[('@santanderuk', 'Companies, agencies, institutions, etc.'), ('0.5%', 'Percentage, including ""%""')]","[('##F', 'I-ORG'), ('Â', 'B-MISC')]"
788,"Elevtaing your self worth and attracting what you deserve 🎰 Save the Date🙌🏻 May, 28th Next Tuesday! Live free webin… https://t.co/H9J9TPwvZY",NEUTRAL,"[('May, 28th Next Tuesday', 'Absolute or relative dates or periods')]",[]
789,"Delighted that @catherinerannus will also be performing at our @great_together @superjam on 21/2. At this very special event we shall be supporting Sean Mills, Business Banking Manager @santanderuk South Yorks &amp; East Midlands team with their Memory Walk for @alzheimerssoc. @SYPCC https://t.co/ign8zypa8g https://t.co/f3GkewqEJr",POSITIVE,"[('Sean Mills', 'People, including fictional'), ('Business Banking', 'Companies, agencies, institutions, etc.'), ('Yorks &', 'Companies, agencies, institutions, etc.'), ('East Midlands', 'Countries, cities, states'), ('their Memory Walk', 'Companies, agencies, institutions, etc.'), ('@SYPCC', 'Companies, agencies, institutions, etc.')]","[('Sean', 'B-PER'), ('Mills', 'I-PER'), ('York', 'I-LOC'), ('##s', 'I-ORG'), ('am', 'I-ORG'), ('East', 'B-LOC'), ('Midlands', 'I-LOC'), ('Memory', 'B-LOC'), ('Walk', 'I-ORG')]"
790,"HSBC my wife tried to log on to business banking as usual on Sunday but it was immediately rejected saying that there were too many failed attempts. She followed the process including printing a form, completing it, taking a photo and uploading it. She has not heard from you. So this afternoon she called the main HSBC number for help. After 60 minutes of being on hold she ended the call. She then called the number that was on the form, despite being continually informed that she was in a priority queue, after 90 minutes of being on hold, she ended the call. That is two and half hours of lost time. We have never experienced such a poor service from any organisation before. What do you suggest?",NEGATIVE,"[('Sunday', 'Absolute or relative dates or periods'), ('this afternoon', 'Times smaller than a day'), ('60 minutes', 'Times smaller than a day'), ('90 minutes', 'Times smaller than a day'), ('two and half hours', 'Absolute or relative dates or periods')]","[('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG'), ('H', 'B-ORG'), ('##SB', 'B-ORG'), ('##C', 'I-ORG')]"
791,Happy Mother's Day Sage! Sending you and Tony love as you create magical memories with your little one! ????,POSITIVE,"[('Tony', 'People, including fictional')]","[(""'"", 'I-MISC'), ('s', 'I-MISC'), ('Day', 'I-MISC'), ('Tony', 'B-PER')]"
792,@rothwell_scott @dkhos I pay to see that fight~ @dkhos vs. @travisk ... my money is on Travis!!! âœŠðŸ½âœŒðŸ½,NEUTRAL,[],"[('Travis', 'B-PER')]"
793,"No wonder there are high wait times Great Timing to update your app, just when people are busy buying for Christmas. Can't get into the app as new app not compatible, can't down load onto another mobile as you can only use one device, as you need to go into the old device to change to the new one, but you can't get into the old app  Going round in ever decreasing circle's is it time to call it a day having been with you since you were Midland ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ",NEGATIVE,"[('Great Timing', 'Companies, agencies, institutions, etc.'), ('Christmas', 'Absolute or relative dates or periods'), ('one', 'Numerals that do not fall under another type'), ('Midland', 'Countries, cities, states')]","[('Midland', 'B-MISC')]"
794,"Excellent podcast. Loved listening to the part where @bgurley talks so highly of @travisk. 

#Uber @benchmark

https://t.co/zvO4trQAyb",POSITIVE,"[('@travisk', 'Companies, agencies, institutions, etc.')]",[]
795,"Great learning from the greats, Mary Buffett (daughter to The Oracle of Omaha, Warren Buffett) and Dr John Demartin https://t.co/DBwrWuqQhD",POSITIVE,"[('Mary Buffett', 'People, including fictional'), ('Omaha', 'Countries, cities, states'), ('Warren Buffett', 'People, including fictional'), ('John Demartin', 'People, including fictional')]","[('Mary', 'B-PER'), ('B', 'I-PER'), ('##uff', 'I-PER'), ('##ett', 'I-PER'), ('The', 'B-MISC'), ('Oracle', 'I-MISC'), ('of', 'I-ORG'), ('Omaha', 'I-ORG'), ('Warren', 'B-PER'), ('B', 'I-PER'), ('##uff', 'I-PER'), ('##ett', 'I-PER'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
796,"Nightmare Bank have a Mortgage with them and just wanted to open up a joint bank account. They keep rejecting the ID we send them ?? Itâ€™s the council tax bill wat more do you want ???
Tried calling no one answers think Iâ€™ll be going else ware ðŸ˜¡ðŸ˜¡",NEGATIVE,"[('Nightmare Bank', 'Companies, agencies, institutions, etc.')]","[('Nightmare', 'B-ORG'), ('Bank', 'I-ORG')]"
797,"Have you heard of ""The Secret"" by Rhonda Byrne? 
https://t.co/aXdMprvkly

This is an amazing opportunity to see, h https://t.co/ZsHXSBXyDA",NEUTRAL,"[('The Secret""', 'Titles of books, songs, etc.'), ('Rhonda Byrne', 'People, including fictional')]","[('The', 'B-MISC'), ('Secret', 'I-MISC'), ('R', 'B-PER'), ('##hon', 'B-PER'), ('##da', 'B-PER'), ('Byrne', 'I-PER')]"
798,@LouieDi13 Itâ€™s Barclays Iâ€™m next toâ€”Arena opening this week about to see my boys. Knicks can kick rocks. Them dey try sha. 8th seed or something,POSITIVE,"[('Barclays Iâ€', 'Companies, agencies, institutions, etc.'), ('toâ€”Arena', 'Countries, cities, states'), ('this week', 'Absolute or relative dates or periods'), ('8th', '""first"", ""second"", etc.')]","[('Barclay', 'B-ORG'), ('##s', 'I-ORG')]"
799,Great!!,POSITIVE,[],[]
800,I called up last week on Thursday to report a fraudulent Italian company taking money from my account on two occasions on Christmas eve. The person I spoke to said they had cancelled my card. I noticed my card was still working until now and I hadn't received a new one. The fraudulent company have taken further money from my account. I called Natwest back today and they say the person I spoke to didn't bother cancelling my card. If they had done in the first place the company in Italy wouldn't have been able to take further money. Really unhappy with Natwest and looking to change bank ðŸ˜­,NEGATIVE,"[('last week', 'Absolute or relative dates or periods'), ('Thursday', 'Absolute or relative dates or periods'), ('Italian', 'Nationalities or religious or political groups'), ('two', 'Numerals that do not fall under another type'), ('Christmas eve', 'Absolute or relative dates or periods'), ('Natwest', 'Companies, agencies, institutions, etc.'), ('today', 'Absolute or relative dates or periods'), ('first', '""first"", ""second"", etc.'), ('Italy', 'Countries, cities, states'), ('Natwest', 'Companies, agencies, institutions, etc.')]","[('Italian', 'B-MISC'), ('Nat', 'B-ORG'), ('##wes', 'I-ORG'), ('##t', 'I-ORG'), ('Italy', 'B-LOC'), ('Nat', 'B-ORG'), ('##wes', 'I-ORG'), ('##t', 'I-ORG')]"
801,"@travisk Hi, I'm talking to you from Chile, I'm out of work, and I live with my elderly parents and my sister with https://t.co/mmvFQOrPpF",NEUTRAL,"[('Chile', 'Countries, cities, states')]","[('Chile', 'B-LOC')]"
802,sio te pupðŸ˜˜ðŸ˜˜ðŸ˜˜,NEGATIVE,"[('sio te', 'People, including fictional')]",[]
803,Now that I read Barclays Bank... They have very decent playing ground at their members club just opposite KCB's. Whoever/whatever 'killed' that team... https://t.co/slNndq8Ued,POSITIVE,"[('Barclays Bank', 'Companies, agencies, institutions, etc.'), ('KCB', 'Companies, agencies, institutions, etc.')]","[('Barclay', 'B-ORG'), ('##s', 'I-ORG'), ('Bank', 'I-ORG'), ('KC', 'B-ORG'), ('##B', 'I-ORG')]"
804,@ninjasniperpon1 Eckart Tolle is a player. Just like Tony Robbins. None to be trusted.,NEGATIVE,"[('@ninjasniperpon1 Eckart Tolle', 'People, including fictional'), ('Tony Robbins', 'People, including fictional')]","[('E', 'B-PER'), ('##ck', 'B-PER'), ('##art', 'B-PER'), ('To', 'I-PER'), ('##lle', 'I-PER'), ('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
805,"@CO_ChevyGirl Have you ever heard of Dr. John Demartini?
Look him up and read through some of his stuff",POSITIVE,"[('John Demartini', 'People, including fictional')]","[('CO', 'B-ORG'), ('_', 'I-ORG'), ('Ch', 'I-ORG'), ('##ev', 'I-ORG'), ('##y', 'I-ORG'), ('##G', 'I-ORG'), ('##ir', 'I-ORG'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
806,Tony Robbins ??,NEUTRAL,"[('Tony Robbins', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
807,"Happy Mother's Day Sage! What a beautiful, loving tribute! It brought me to tears and this photo took my breath away. You BOTH deserve all of the joy, love, and fullness of life. Thank you for so generously giving to the world.",POSITIVE,[],"[(""'"", 'I-MISC'), ('s', 'I-MISC'), ('Day', 'I-MISC')]"
808,Touched and Agreed Doc. Continued success and blessings ðŸ‘ Highest regards,POSITIVE,"[('Agreed Doc', 'People, including fictional')]",[]
809,Im spellbound every time I listen to Dr John DeMartini. So many powerful insights are captured In this short clip. https://t.co/yV4lFdnPLo,POSITIVE,"[('John DeMartini', 'People, including fictional')]","[('I', 'B-ORG'), ('John', 'B-PER'), ('De', 'I-PER'), ('##M', 'I-PER'), ('##art', 'I-PER')]"
810,Why has NatWest increased the annual interest rate on cc and not telling people? it is not just me other family and friends banking with yourselves have noticed an increase.,NEGATIVE,"[('NatWest', 'Companies, agencies, institutions, etc.'), ('annual', 'Absolute or relative dates or periods')]","[('Nat', 'B-ORG'), ('##W', 'I-ORG'), ('##est', 'I-ORG')]"
811,@Bullishdotio @elonmusk I was just reading Piratewire #38 where @micsolana complains about the press' treatment of https://t.co/x0hjdgOvWH,NEUTRAL,"[('Piratewire #', 'Companies, agencies, institutions, etc.'), ('38', 'Monetary values, including unit'), ('@micsolana', 'Companies, agencies, institutions, etc.')]","[('Pirate', 'B-MISC'), ('##wire', 'I-MISC')]"
812,"#MondayMotivation: Don't miss Dr John Demartini's inspiring, insightful and informative presentation on Overcoming… https://t.co/6y5u2Gb92y",POSITIVE,"[(""John Demartini's"", 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
813,"don't know why i just thought of this but remember when @mcuban told @travisk that he wouldn't invest in his idea, https://t.co/r3keM5c8uF",NEUTRAL,"[('@mcuban', 'Companies, agencies, institutions, etc.'), ('@travisk', 'Nationalities or religious or political groups')]",[]
814,Huge thanks to Kathy &amp; Alan from Liverpool @santanderuk for helping one of my distressed residents with sorting out their concerns about an @AmazonUK #AmazonPrime scam call. Always wonderful when customers are treated as actual people with real problems rather than just a number!,POSITIVE,"[('Kathy &', 'Companies, agencies, institutions, etc.'), ('Alan', 'People, including fictional'), ('Liverpool @santanderuk', 'Companies, agencies, institutions, etc.'), ('AmazonPrime', 'Monetary values, including unit')]","[('Kathy', 'B-PER'), ('Alan', 'B-PER'), ('Liverpool', 'B-LOC'), ('Amazon', 'B-MISC'), ('Amazon', 'B-ORG'), ('##P', 'I-ORG')]"
815,"#MUSTWATCH #webinar: How you can #profit from a ""hidden"" $355million/day industry that's expected to TRIPLE in the https://t.co/YwuMeorcJR",NEUTRAL,"[('#MUSTWATCH #', 'Monetary values, including unit'), ('355million', 'Monetary values, including unit')]",[]
816,@travisk Would you like to co-found a company with me? It's My Radyo. It turns your Spotify playlists into a radio https://t.co/yW1bjtaS5s,POSITIVE,"[('Spotify', 'Countries, cities, states')]","[('Ra', 'I-MISC'), ('##dy', 'I-MISC'), ('##o', 'I-MISC'), ('Spot', 'B-MISC'), ('##ify', 'I-MISC')]"
817,Our experience in Chicago with @CloudKitchens is not going well. Let this be the second time you @travisk apologizeâ€¦ https://t.co/NkKz7rVVIw,NEGATIVE,"[('Chicago', 'Countries, cities, states'), ('@CloudKitchens', 'Companies, agencies, institutions, etc.'), ('second', '""first"", ""second"", etc.'), ('@travisk', 'Nationalities or religious or political groups'), ('¦', 'People, including fictional')]","[('Chicago', 'B-LOC'), ('Cloud', 'B-MISC'), ('##K', 'I-ORG')]"
818,I would Never Ever Bank with HSBC ! Their Staff do not know their Geography ! Their Ad on tv says Britain is not an Island ! How Ignorant is that !!! Britain is an Island and always will be and thank god for it !,NEGATIVE,"[('Never Ever Bank with HSBC', 'Companies, agencies, institutions, etc.'), ('Britain', 'Countries, cities, states'), ('Britain', 'Countries, cities, states'), ('Island', 'Non-GPE locations, mountain ranges, bodies of water')]","[('Never', 'B-ORG'), ('Ever', 'I-ORG'), ('Bank', 'I-ORG'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG'), ('Britain', 'B-LOC'), ('Britain', 'B-LOC')]"
819,@Uber_Support so your telling me that this guy can stay active but my account that has everything approved got deac… https://t.co/USTsh7NVDd,NEGATIVE,[],"[('U', 'B-ORG'), ('##ber', 'I-ORG'), ('Support', 'I-ORG')]"
